Questions,Correct,A,B,C,D
"Two angles of a triangle are 4 degrees and 56 degrees, respectively. How large is the  third angle?",C,60 degrees,45 degrees,120 degrees,30 degrees
"If we are using  regular square graph papers, what do we call the point where the x-axis meets the y-axis?",D,the abscissa,the quadrant,the ordinate,the origin
The parallel sides of a trapezoid are 5 inches and 11 inches long. The height of the trapezoid is 4 inches. What is the area of the trapezoid?,A,32 square inches,256 inches,64 square inches,20 square inches
What do we call an angle of less than 90 degrees?,C,reflex,oblique,acute,obtuse
What was the name of the first geometry textbook which was written by the ancient Greek Euclid?,C,The Stoia,The Principia,The Elements,The Academy
"Labeling of nutrition contents is required for most prepared foods. In the US, the Food and Drug Administration, the government agency responsible for regulating food, drugs, and cosmetic products, requires that a product labeled low fat contain what maximum amount of fats?",A,No more than 3 grams per serving,Less than 1 gram per serving,Less than 5 grams per serving,No more than 15% of the servings calories from fat
Fats are a highly concentrated source of energy. It is estimated that one gram of fat provides how many calories?,D,7 kcal,20 kcal,4 kcal,9 kcal
"Carbohydrates can be found in breads, cereals, fruits, and vegetables. Which of these compounds is not a carbohydrate?",D,Fructose,Cellulose,Starch,Glycerol
"Vitamin A plays an important role in vision, growth, healthy skin and hair, immune function, and reproduction. Which of these is not a significant source of Vitamin A?",B,Egg yolks,Nuts and grains,Dark leafy greens,Sweet potatoes
"The group of nutrients at the base of the Food Pyramid contains breads, grains, cereals, and pastas, so these foods should predominate in our diet. Which of these represents one serving from this group?",B,1 donut,1/2 cup cooked cereal,2 slices of bread,4 cookies
Vegetarians can get all the proteins they need through non-meat food sources.,A,True,False,,Q Saturated fats have proven to be the main dietary cause of high blood LDL cholesterol levels.
"Vitamin C and Vitamins of the B group are crucial for the proper functioning of the body.  Are they considered to be complex, fat-soluble substances?",A,No,Yes,,"Q Along with the minerals extracted from nutrients, the human body also produces minerals of its own, essential for maintaining it in good condition."
"Which cooking technique is considered to be best for preserving vitamins and minerals in meat and fish, during heat processing?",D,Deep frying,Braising,Sauteing,Roasting
"This mineral, an important component of all living creatures cellular membranes, is one of the major minerals required in the structural composition of bones and teeth.",A,Phosphorus,Iron,Potassium,Fluoride
"Which of these is a major problem concerning nutrition value of food, served at restaurants?",B,Foods lacking whole grains and fibers,Oversized meals,Excess protein contents,Excess sodium contents
What is the largest artery in the body?,A,Aorta,Carotid artery,Epicardium,Pulmonary artery
Which of the following is not a heart valve?,A,Carotid Valve,Tricuspid valve,Mitral Valve,Pulmonary Valve
Which of the following is not a function of the pericardium?,D,Keeps the heart contained in the chest cavity,Limits heart motion,Prevents the heart from over-expanding when blood volume increases,Receives blood returning to the heart from the superior and inferior vena cava
How many types of blood vessels are there?,D,5,6,7,4
The epicardium is also known as the visceral pericardium.,A,True,False,,Q Does the myocardium receive stimulation from the nervous system for its contractions?
How many phases are there in a human cardiac cycle?,B,3,2,1,4
What are the two largest veins in the body?,A,Vena cavae,Pulmonary veins,Coronary veins,Atria
Where is the heart located?,D,"On top of the lungs, behind and slightly to the left of your breastbone.","Beneath the lungs, behind and slightly to the left of your breastbone.","To the right of the lungs, behind and slightly to the left of your breastbone.","Between the lungs, behind and slightly to the left of your breastbone."
What are cardiac arrhythmias?,A,Abnormal rhythms of the heart,Whistling or swishing sounds,How fast your heart is beating,Normal rhythms of the heart
It may be stated that the process of thinking like an economist involves three basic issues. Which of the following is the odd one?,D,"Economists explore the relationships between two variables, which hold other variables fixed.",Economists consider opportunity costs.,Economists think in marginal terms.,Economists deal only with items with explicit prices
"Which statement about the problem of scarcity, a central issue in economics, is true?",A,It is present when human wants exceed available resources.,It exists only in market economies.,It could be eliminated if we could force prices to fall.,It is present when there is monopoly on the market.
"In economics, the marginal concept refers to producing or consuming a good at the margin of the total produced or consumed amount. Which question does not involve a marginal decision?",C,Is it worth $2 to buy this extra slice of pizza?,"If I drive slightly faster, what will be the change in my gasoline consumption?","If I hire ten workers to produce tables, what will be the average cost per table?","If I study for one more hour, by how much will it raise my grade?"
"In economics, opportunity cost is the difference between the yield that funds and resources earn in one use and the yield they could have earned had they been placed in an alternative investment.  Which of these factors has the most impact on opportunity cost?",C,Poverty,Unemployment,Scarcity,Consumer spending
The spillover effect (or externality effect) is a concept in economics related to the impact of a certain decision and the respective action. Which situation would involve a spillover effect?,B,"The hardware store gets an extra shipment of snow shovels, so they offer a buy one, get one free deal.","A neighbour of yours repairs the sidewalk in front of his house, so the overall state of the neighbourhood pavement improves.","The cost of magazines rises, so fewer and fewer people subscribe.","Termites cause excessive damage to your house, so you must pay to replace the adversely affected areas."
Which of these statements about the effect of specialization and trade on the market is most accurate?,C,It causes an increase in production.,It boosts purchasing ability of the consumers.,It causes the consumption of more and better goods.,It affects World economics as a whole.
"In economics, the concept of opportunity cost is related to both the alternatives and decision-making. A friend offers you a Coke, a Pepsi, or a Diet Coke. You dont like Diet Coke, so after some thought, you take the Pepsi. In this case, what is the opportunity cost of your choice?",D,The Pepsi,The Diet Coke,The Coke plus the Diet Coke,The Coke
"It is generally accepted, that economic market systems have proved to be so stable and efficient for which of these reasons?",C,Everyone pays the same amount in taxes.,People cannot be self-sufficient.,They facilitate exchange and specialization.,Producers cannot specialize without markets.
"What do we call the type of economy, where the government has an exclusive control over the production and distribution of goods and services?",D,Communal economy,Market economy,Transitional economy,Centrally planned economy
The oldest known aromatherapy text describes a medical practice which relied on aromatics. It is from the Sumerian period and approximately this old.,B,2000 BC,3500 BC,2500 BC,1000 BC
"These compounds are emitted by plants and form gasses, which can be smelled.",C,Vapors,Odors,Aromatics,Oils
"These substances, present in some essential oils, slow down the development of bacteria.",C,Bacterising,Bacteriostopping,Bacteriostatic,Bactericidal
Add 20 to 30 drops of essential oil to a 100ml bottle of spring or deionized water and leave it in a dark space for a few days. Then filter it to make this.,B,Bath oil,Flower water,Skin oil,Cold compress
Antiseptic oils are used to treat these.,D,Poor circulation and listlessness,Heartburn and indigestion,Colds and congestion,Cuts and insect bites
You should dilute this amount of essential oil into 100ml (3.25 fl oz.) of base oil.,D,100 - 150 drops,50 - 70 drops,30 - 80 drops,20 - 60 drops
"The physicians in this country can opt for education in aromatherapy, which would allow them to prescribe essential oils in their medical practice.",C,Germany,Switzerland,France,Greece
